"","Trial_Nr","Trial_Id","Exp_Subject_Id","OptionChosen","TargetWord","knowledge","StemType","Frequency","AffixInitialSegment","Stem_romanization","Affix_romanization","Word_romanization","Tensification","Nasalization","L_deletion","C_deletion","Lateralization","UR","JunctureType"
"1310",62,77,581952,"option_1","묽어",5,"lC","low","Vowel","mulk","v","mulkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1311",124,117,581952,"option_4","묽다",5,"lC","low","Obstruent","mulk","ta","mulkta",1,NA,1,0,NA,"lk-t","lC+Obstruent"
"1312",161,74,581952,"option_1","묽나",5,"lC","low","Sonorant","mulk","na","mulkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"1313",108,166,581952,"option_1","박나",5,"C","high","Sonorant","pak","na","pakna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1314",177,33,581952,"option_1","박아",5,"C","high","Vowel","pak","a","paka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"1315",5,68,581952,"option_2","박다",5,"C","high","Obstruent","pak","ta","pakta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1316",136,92,581952,"option_3","밝나",5,"lC","high","Sonorant","palk","na","palkna",NA,0,1,0,0,"lk-n","lC+Sonorant"
"1317",48,120,581952,"option_1","밝아",5,"lC","high","Vowel","palk","a","palka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"1318",67,173,581952,"option_3","밝다",5,"lC","high","Obstruent","palk","ta","palkta",1,NA,0,1,NA,"lk-t","lC+Obstruent"
"1319",130,21,581952,"option_2","밟다",5,"lC","high","Obstruent","palp","ta","palpta",1,NA,0,0,NA,"lp-t","lC+Obstruent"
"1320",176,153,581952,"option_1","밟아",5,"lC","high","Vowel","palp","a","palpa",0,NA,0,0,NA,"lp-a","lC+Vowel"
"1321",160,115,581952,"option_1","밟나",5,"lC","high","Sonorant","palp","na","palpna",NA,1,1,0,0,"lp-n","lC+Sonorant"
"1322",52,94,581952,"option_1","뱉나",5,"C","low","Sonorant","peT","na","peTna",NA,1,NA,NA,NA,"T-n","C+Sonorant"
"1323",42,46,581952,"option_2","뱉다",5,"C","low","Obstruent","peT","ta","peTta",1,NA,NA,NA,NA,"T-t","C+Obstruent"
"1324",12,59,581952,"option_1","뱉어",5,"C","low","Vowel","peT","v","peTv",0,NA,NA,NA,NA,"T-v","C+Vowel"
"1325",146,147,581952,"option_1","법나",1,"C","nonce","Sonorant","kvp","na","kvpna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1326",159,73,581952,"option_1","법어",1,"C","nonce","Vowel","kvp","v","kvpv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"1327",35,114,581952,"option_2","법다",1,"C","nonce","Obstruent","kvp","ta","kvpta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1328",6,146,581952,"option_1","붉나",5,"lC","high","Sonorant","pulk","na","pulkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"1329",90,142,581952,"option_2","붉다",5,"lC","high","Obstruent","pulk","ta","pulkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"1330",134,151,581952,"option_1","붉어",5,"lC","high","Vowel","pulk","v","pulkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1331",26,2,581952,"option_4","붍다",1,"lC","nonce","Obstruent","pulT","ta","pulTta",1,NA,1,0,NA,"lT-t","lC+Obstruent"
"1332",86,13,581952,"option_1","붍어",1,"lC","nonce","Vowel","pulT","v","pulTv",0,NA,0,0,NA,"lT-v","lC+Vowel"
"1333",7,127,581952,"option_3","붍나",1,"lC","nonce","Sonorant","pulT","na","pulTna",NA,0,1,0,0,"lT-n","lC+Sonorant"
"1334",111,149,581952,"option_2","뽑다",5,"C","high","Obstruent","p*op","ta","p*opta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1335",70,180,581952,"option_1","뽑아",5,"C","high","Vowel","p*op","a","p*opa",0,NA,NA,NA,NA,"p-a","C+Vowel"
"1336",122,37,581952,"option_1","뽑나",5,"C","high","Sonorant","p*op","na","p*opna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1337",32,28,581952,"option_2","속나",5,"C","low","Sonorant","sok","na","sokna",NA,0,NA,NA,NA,"k-n","C+Sonorant"
"1338",51,51,581952,"option_2","속다",5,"C","low","Obstruent","sok","ta","sokta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1339",131,79,581952,"option_1","속아",5,"C","low","Vowel","sok","a","soka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"1340",8,137,581952,"option_1","숡어",1,"lC","nonce","Vowel","sulk","v","sulkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1341",179,109,581952,"option_4","숡나",1,"lC","nonce","Sonorant","sulk","na","sulkna",NA,0,0,1,0,"lk-n","lC+Sonorant"
"1342",138,110,581952,"option_4","숡다",1,"lC","nonce","Obstruent","sulk","ta","sulkta",1,NA,1,0,NA,"lk-t","lC+Obstruent"
"1343",3,87,581952,"option_1","식나",5,"C","low","Sonorant","sik","na","sikna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1344",64,93,581952,"option_1","식어",5,"C","low","Vowel","sik","v","sikv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"1345",147,36,581952,"option_2","식다",5,"C","low","Obstruent","sik","ta","sikta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1346",88,15,581952,"option_1","썩어",5,"C","high","Vowel","s*vk","v","s*vkv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"1347",18,3,581952,"option_1","썩나",5,"C","high","Sonorant","s*vk","na","s*vkna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1348",46,126,581952,"option_1","썩다",5,"C","high","Obstruent","s*vk","ta","s*vkta",0,NA,NA,NA,NA,"k-t","C+Obstruent"
"1349",11,160,581952,"option_1","씹나",5,"C","high","Sonorant","s*ip","na","s*ipna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1350",23,154,581952,"option_2","씹다",5,"C","high","Obstruent","s*ip","ta","s*ipta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1351",72,1,581952,"option_1","씹어",5,"C","high","Vowel","s*ip","v","s*ipv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"1352",144,141,581952,"option_1","앍아",1,"lC","nonce","Vowel","alk","a","alka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"1353",140,138,581952,"option_3","앍나",1,"lC","nonce","Sonorant","alk","na","alkna",NA,0,1,0,0,"lk-n","lC+Sonorant"
"1354",129,99,581952,"option_2","앍다",1,"lC","nonce","Obstruent","alk","ta","alkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"1355",169,78,581952,"option_2","얇다",5,"lC","low","Obstruent","yalp","ta","yalpta",1,NA,0,0,NA,"lp-t","lC+Obstruent"
"1356",148,75,581952,"option_3","얇나",5,"lC","low","Sonorant","yalp","na","yalpna",NA,0,1,0,0,"lp-n","lC+Sonorant"
"1357",84,80,581952,"option_1","얇아",5,"lC","low","Vowel","yalp","a","yalpa",0,NA,0,0,NA,"lp-a","lC+Vowel"
"1358",76,82,581952,"option_1","얕나",5,"C","low","Sonorant","yaT","na","yaTna",NA,1,NA,NA,NA,"T-n","C+Sonorant"
"1359",66,9,581952,"option_1","얕아",5,"C","low","Vowel","yaT","a","yaTa",0,NA,NA,NA,NA,"T-a","C+Vowel"
"1360",17,58,581952,"option_2","얕다",5,"C","low","Obstruent","yaT","ta","yaTta",1,NA,NA,NA,NA,"T-t","C+Obstruent"
"1361",50,31,581952,"option_3","얽나",1,"lC","low","Sonorant","vlk","na","vlkna",NA,0,1,0,0,"lk-n","lC+Sonorant"
"1362",91,71,581952,"option_4","얽다",1,"lC","low","Obstruent","vlk","ta","vlkta",1,NA,1,0,NA,"lk-t","lC+Obstruent"
"1363",69,157,581952,"option_1","얽어",1,"lC","low","Vowel","vlk","v","vlkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1364",27,163,581952,"option_1","업나",5,"C","low","Sonorant","vp","na","vpna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1365",123,131,581952,"option_1","업어",5,"C","low","Vowel","vp","v","vpv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"1366",105,89,581952,"option_2","업다",5,"C","low","Obstruent","vp","ta","vpta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1367",33,103,581952,"option_2","엎다",5,"C","low","Obstruent","vP","ta","vPta",1,NA,NA,NA,NA,"P-t","C+Obstruent"
"1368",68,83,581952,"option_1","엎나",5,"C","low","Sonorant","vP","na","vPna",NA,1,NA,NA,NA,"P-n","C+Sonorant"
"1369",116,39,581952,"option_1","엎어",5,"C","low","Vowel","vP","v","vPv",0,NA,NA,NA,NA,"P-v","C+Vowel"
"1370",119,69,581952,"option_3","엷나",5,"lC","low","Sonorant","yvlp","na","yvlpna",NA,0,1,0,0,"lp-n","lC+Sonorant"
"1371",171,100,581952,"option_4","엷다",5,"lC","low","Obstruent","yvlp","ta","yvlpta",1,NA,1,0,NA,"lp-t","lC+Obstruent"
"1372",102,7,581952,"option_1","엷어",5,"lC","low","Vowel","yvlp","v","yvlpv",0,NA,0,0,NA,"lp-v","lC+Vowel"
"1373",28,134,581952,"option_1","옅나",5,"C","low","Sonorant","yvT","na","yvTna",NA,1,NA,NA,NA,"T-n","C+Sonorant"
"1374",16,42,581952,"option_2","옅다",5,"C","low","Obstruent","yvT","ta","yvTta",1,NA,NA,NA,NA,"T-t","C+Obstruent"
"1375",158,122,581952,"option_1","옅어",5,"C","low","Vowel","yvT","v","yvTv",0,NA,NA,NA,NA,"T-v","C+Vowel"
"1376",1,19,581952,"option_1","웁어",1,"C","nonce","Vowel","up","v","upv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"1377",107,50,581952,"option_1","웁나",1,"C","nonce","Sonorant","up","na","upna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1378",98,119,581952,"option_2","웁다",1,"C","nonce","Obstruent","up","ta","upta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1379",151,111,581952,"option_4","읊다",4,"lC","low","Obstruent","xlP","ta","xlPta",1,NA,1,0,NA,"lP-t","lC+Obstruent"
"1380",97,57,581952,"option_1","읊나",4,"lC","low","Sonorant","xlP","na","xlPna",NA,1,1,0,0,"lP-n","lC+Sonorant"
"1381",135,63,581952,"option_1","읊어",4,"lC","low","Vowel","xlP","v","xlPv",0,NA,0,0,NA,"lP-v","lC+Vowel"
"1382",121,32,581952,"option_1","익어",5,"C","low","Vowel","ik","v","ikv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"1383",149,102,581952,"option_2","익다",5,"C","low","Obstruent","ik","ta","ikta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1384",75,96,581952,"option_1","익나",5,"C","low","Sonorant","ik","na","ikna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1385",54,162,581952,"option_1","읽나",5,"lC","high","Sonorant","ilk","na","ilkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"1386",125,12,581952,"option_1","읽어",5,"lC","high","Vowel","ilk","v","ilkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1387",31,6,581952,"option_4","읽다",5,"lC","high","Obstruent","ilk","ta","ilkta",1,NA,1,0,NA,"lk-t","lC+Obstruent"
"1388",150,106,581952,"option_1","입나",5,"C","high","Sonorant","ip","na","ipna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1389",114,66,581952,"option_1","입어",5,"C","high","Vowel","ip","v","ipv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"1390",19,129,581952,"option_2","입다",5,"C","high","Obstruent","ip","ta","ipta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1391",100,105,581952,"option_1","작아",5,"C","high","Vowel","cak","a","caka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"1392",112,101,581952,"option_1","적나",5,"C","high","Sonorant","cvk","na","cvkna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1393",164,112,581952,"option_2","적다",5,"C","high","Obstruent","cvk","ta","cvkta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1394",174,118,581952,"option_1","적어",5,"C","high","Vowel","cvk","v","cvkv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"1395",21,148,581952,"option_1","접어",5,"C","high","Vowel","cvp","v","cvpv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"1396",87,76,581952,"option_1","접나",5,"C","high","Sonorant","cvp","na","cvpna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1397",73,49,581952,"option_2","접다",5,"C","high","Obstruent","cvp","ta","cvpta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1398",175,107,581952,"option_2","직다",1,"C","nonce","Obstruent","cik","ta","cikta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1399",99,169,581952,"option_1","직어",1,"C","nonce","Vowel","cik","v","cikv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"1400",60,175,581952,"option_1","직나",1,"C","nonce","Sonorant","cik","na","cikna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1401",82,133,581952,"option_3","짉나",1,"lC","nonce","Sonorant","cilk","na","cilkna",NA,0,1,0,0,"lk-n","lC+Sonorant"
"1402",156,20,581952,"option_1","짉어",1,"lC","nonce","Vowel","cilk","v","cilkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1403",55,65,581952,"option_3","짉다",1,"lC","nonce","Obstruent","cilk","ta","cilkta",1,NA,0,1,NA,"lk-t","lC+Obstruent"
"1404",71,23,581952,"option_1","집나",5,"C","high","Sonorant","cip","na","cipna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1405",29,70,581952,"option_1","집어",5,"C","high","Vowel","cip","v","cipv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"1406",154,176,581952,"option_2","집다",5,"C","high","Obstruent","cip","ta","cipta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1407",78,170,581952,"option_1","짧다",5,"lC","high","Obstruent","Jalp","ta","Jalpta",0,NA,0,0,NA,"lp-t","lC+Obstruent"
"1408",53,91,581952,"option_1","짧아",5,"lC","high","Vowel","Jalp","a","Jalpa",0,NA,0,0,NA,"lp-a","lC+Vowel"
"1409",22,130,581952,"option_3","짧나",5,"lC","high","Sonorant","Jalp","na","Jalpna",NA,0,1,0,0,"lp-n","lC+Sonorant"
"1410",25,97,581952,"option_1","찍나",5,"C","low","Sonorant","Jik","na","Jikna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1411",173,35,581952,"option_2","찍다",5,"C","low","Obstruent","Jik","ta","Jikta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1412",47,27,581952,"option_1","찍어",5,"C","low","Vowel","Jik","v","Jikv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"1413",162,26,581952,"option_1","착아",1,"C","nonce","Vowel","Cak","a","Caka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"1414",2,121,581952,"option_2","착다",1,"C","nonce","Obstruent","Cak","ta","Cakta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1415",180,72,581952,"option_1","착나",1,"C","nonce","Sonorant","Cak","na","Cakna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1416",118,17,581952,"option_1","톱아",1,"C","nonce","Vowel","Top","a","Topa",0,NA,NA,NA,NA,"p-a","C+Vowel"
"1417",49,30,581952,"option_2","톱다",1,"C","nonce","Obstruent","Top","ta","Topta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1418",45,16,581952,"option_1","톱나",1,"C","nonce","Sonorant","Top","na","Topna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1419",128,179,581952,"option_1","핥아",5,"lC","low","Vowel","halT","a","halTa",0,NA,0,0,NA,"lT-a","lC+Vowel"
"1420",143,125,581952,"option_3","핥다",5,"lC","low","Obstruent","halT","ta","halTta",1,NA,0,1,NA,"lT-t","lC+Obstruent"
"1421",30,95,581952,"option_4","핥나",5,"lC","low","Sonorant","halT","na","halTna",NA,0,0,1,0,"lT-n","lC+Sonorant"
"1422",127,44,581952,"option_4","훑나",5,"lC","low","Sonorant","hulT","na","hulTna",NA,0,0,1,0,"lT-n","lC+Sonorant"
"1423",165,144,581952,"option_1","훑어",5,"lC","low","Vowel","hulT","v","hulTv",0,NA,0,0,NA,"lT-v","lC+Vowel"
"1424",38,56,581952,"option_3","훑다",5,"lC","low","Obstruent","hulT","ta","hulTta",1,NA,0,1,NA,"lT-t","lC+Obstruent"
"1425",71,85,585660,"option_1","갉다",5,"lC","low","Obstruent","kalk","ta","kalkta",0,NA,0,0,NA,"lk-t","lC+Obstruent"
"1426",67,169,585660,"option_2","갉나",5,"lC","low","Sonorant","kalk","na","kalkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"1427",160,153,585660,"option_1","갉아",5,"lC","low","Vowel","kalk","a","kalka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"1428",91,93,585660,"option_2","겊다",3,"C","nonce","Obstruent","kvP","ta","kvPta",1,NA,NA,NA,NA,"P-t","C+Obstruent"
"1429",157,159,585660,"option_1","겊어",3,"C","nonce","Vowel","kvP","v","kvPv",0,NA,NA,NA,NA,"P-v","C+Vowel"
"1430",152,81,585660,"option_1","겊나",3,"C","nonce","Sonorant","kvP","na","kvPna",NA,1,NA,NA,NA,"P-n","C+Sonorant"
"1431",131,52,585660,"option_2","겳나",2,"lC","nonce","Sonorant","kjvlp","na","kjvlpna",NA,0,0,0,0,"lp-n","lC+Sonorant"
"1432",97,142,585660,"option_1","겳어",2,"lC","nonce","Vowel","kjvlp","v","kjvlpv",0,NA,0,0,NA,"lp-v","lC+Vowel"
"1433",113,70,585660,"option_6","겳다",2,"lC","nonce","Obstruent","kjvlp","ta","kjvlpta",0,NA,1,0,NA,"lp-t","lC+Obstruent"
"1434",47,63,585660,"option_2","굵나",5,"lC","high","Sonorant","kulk","na","kulkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"1435",89,20,585660,"option_1","굵다",5,"lC","high","Obstruent","kulk","ta","kulkta",0,NA,0,0,NA,"lk-t","lC+Obstruent"
"1436",61,152,585660,"option_1","굵어",5,"lC","high","Vowel","kulk","v","kulkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1437",56,21,585660,"option_2","긁다",5,"lC","low","Obstruent","kxlk","ta","kxlkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"1438",85,30,585660,"option_1","긁어",5,"lC","low","Vowel","kxlk","v","kxlkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1439",117,24,585660,"option_2","긁나",5,"lC","low","Sonorant","kxlk","na","kxlkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"1440",93,157,585660,"option_2","긆다",2,"lC","nonce","Obstruent","kxlP","ta","kxlPta",1,NA,0,0,NA,"lP-t","lC+Obstruent"
"1441",4,2,585660,"option_1","긆어",2,"lC","nonce","Vowel","kxlP","v","kxlPv",0,NA,0,0,NA,"lP-v","lC+Vowel"
"1442",18,84,585660,"option_6","긆나",2,"lC","nonce","Sonorant","kxlP","na","kxlPna",NA,1,0,0,0,"lP-n","lC+Sonorant"
"1443",104,8,585660,"option_2","낡나",5,"lC","high","Sonorant","nalk","na","nalkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"1444",65,97,585660,"option_1","낡아",5,"lC","high","Vowel","nalk","a","nalka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"1445",69,99,585660,"option_1","낡다",5,"lC","high","Obstruent","nalk","ta","nalkta",0,NA,0,0,NA,"lk-t","lC+Obstruent"
"1446",108,135,585660,"option_1","낣다",3,"lC","nonce","Obstruent","nalp","ta","nalpta",0,NA,0,0,NA,"lp-t","lC+Obstruent"
"1447",123,180,585660,"option_1","낣아",3,"lC","nonce","Vowel","nalp","a","nalpa",0,NA,0,0,NA,"lp-a","lC+Vowel"
"1448",147,23,585660,"option_2","낣나",3,"lC","nonce","Sonorant","nalp","na","nalpna",NA,0,0,0,0,"lp-n","lC+Sonorant"
"1449",6,102,585660,"option_1","냍다",4,"C","nonce","Obstruent","neT","ta","neTta",0,NA,NA,NA,NA,"T-t","C+Obstruent"
"1450",75,67,585660,"option_2","냍나",4,"C","nonce","Sonorant","neT","na","neTna",NA,0,NA,NA,NA,"T-n","C+Sonorant"
"1451",133,76,585660,"option_1","냍어",4,"C","nonce","Vowel","neT","v","neTv",0,NA,NA,NA,NA,"T-v","C+Vowel"
"1452",46,138,585660,"option_1","넓어",5,"lC","high","Vowel","nvlp","v","nvlpv",0,NA,0,0,NA,"lp-v","lC+Vowel"
"1453",81,91,585660,"option_2","넓나",5,"lC","high","Sonorant","nvlp","na","nvlpna",NA,0,0,0,0,"lp-n","lC+Sonorant"
"1454",26,38,585660,"option_2","넓다",5,"lC","high","Obstruent","nvlp","ta","nvlpta",1,NA,0,0,NA,"lp-t","lC+Obstruent"
"1455",2,103,585660,"option_1","눅다",2,"C","nonce","Obstruent","nuk","ta","nukta",0,NA,NA,NA,NA,"k-t","C+Obstruent"
"1456",14,96,585660,"option_2","눅나",2,"C","nonce","Sonorant","nuk","na","nukna",NA,0,NA,NA,NA,"k-n","C+Sonorant"
"1457",51,105,585660,"option_1","눅어",2,"C","nonce","Vowel","nuk","v","nukv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"1458",162,144,585660,"option_1","늙어",5,"lC","high","Vowel","nxlk","v","nxlkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1459",153,100,585660,"option_2","늙나",5,"lC","high","Sonorant","nxlk","na","nxlkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"1460",135,170,585660,"option_1","늙다",5,"lC","high","Obstruent","nxlk","ta","nxlkta",0,NA,0,0,NA,"lk-t","lC+Obstruent"
"1461",70,11,585660,"option_2","덟나",1,"lC","nonce","Sonorant","tvlp","na","tvlpna",NA,0,0,0,0,"lp-n","lC+Sonorant"
"1462",63,15,585660,"option_2","덟다",1,"lC","nonce","Obstruent","tvlp","ta","tvlpta",1,NA,0,0,NA,"lp-t","lC+Obstruent"
"1463",140,168,585660,"option_1","덟어",1,"lC","nonce","Vowel","tvlp","v","tvlpv",0,NA,0,0,NA,"lp-v","lC+Vowel"
"1464",8,54,585660,"option_1","독아",2,"C","nonce","Vowel","tok","a","toka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"1465",109,94,585660,"option_1","독다",2,"C","nonce","Obstruent","tok","ta","tokta",0,NA,NA,NA,NA,"k-t","C+Obstruent"
"1466",100,176,585660,"option_1","독나",2,"C","nonce","Sonorant","tok","na","tokna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1467",31,47,585660,"option_2","둡나",2,"C","nonce","Sonorant","tup","na","tupna",NA,0,NA,NA,NA,"p-n","C+Sonorant"
"1468",154,154,585660,"option_1","둡다",2,"C","nonce","Obstruent","tup","ta","tupta",0,NA,NA,NA,NA,"p-t","C+Obstruent"
"1469",44,104,585660,"option_1","둡어",2,"C","nonce","Vowel","tup","v","tupv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"1470",30,14,585660,"option_1","듥어",1,"lC","nonce","Vowel","txlk","v","txlkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1471",82,163,585660,"option_2","듥나",1,"lC","nonce","Sonorant","txlk","na","txlkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"1472",138,132,585660,"option_1","듥다",1,"lC","nonce","Obstruent","txlk","ta","txlkta",0,NA,0,0,NA,"lk-t","lC+Obstruent"
"1473",165,60,585660,"option_2","떫나",5,"lC","low","Sonorant","dvlp","na","dvlpna",NA,0,0,0,0,"lp-n","lC+Sonorant"
"1474",178,87,585660,"option_1","떫어",5,"lC","low","Vowel","dvlp","v","dvlpv",0,NA,0,0,NA,"lp-v","lC+Vowel"
"1475",73,79,585660,"option_1","떫다",5,"lC","low","Obstruent","dvlp","ta","dvlpta",0,NA,0,0,NA,"lp-t","lC+Obstruent"
"1476",99,110,585660,"option_1","막아",5,"C","high","Vowel","mak","a","maka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"1477",42,51,585660,"option_1","막나",5,"C","high","Sonorant","mak","na","makna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1478",60,113,585660,"option_1","막다",5,"C","high","Obstruent","mak","ta","makta",0,NA,NA,NA,NA,"k-t","C+Obstruent"
"1479",78,68,585660,"option_2","맑나",5,"lC","high","Sonorant","malk","na","malkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"1480",39,141,585660,"option_1","맑다",5,"lC","high","Obstruent","malk","ta","malkta",0,NA,0,0,NA,"lk-t","lC+Obstruent"
"1481",57,125,585660,"option_1","맑아",5,"lC","high","Vowel","malk","a","malka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"1482",9,42,585660,"option_1","멁어",1,"lC","nonce","Vowel","mvlk","v","mvlkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1483",121,10,585660,"option_2","멁나",1,"lC","nonce","Sonorant","mvlk","na","mvlkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"1484",122,136,585660,"option_1","멁다",1,"lC","nonce","Obstruent","mvlk","ta","mvlkta",0,NA,0,0,NA,"lk-t","lC+Obstruent"
"1485",180,165,585660,"option_1","묵다",5,"C","low","Obstruent","muk","ta","mukta",0,NA,NA,NA,NA,"k-t","C+Obstruent"
"1486",55,115,585660,"option_1","묵어",5,"C","low","Vowel","muk","v","mukv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"1487",52,129,585660,"option_1","묵나",5,"C","low","Sonorant","muk","na","mukna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1488",84,164,585660,"option_1","묽다",5,"lC","low","Obstruent","mulk","ta","mulkta",0,NA,0,0,NA,"lk-t","lC+Obstruent"
"1489",88,33,585660,"option_1","묽어",5,"lC","low","Vowel","mulk","v","mulkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1490",25,29,585660,"option_2","묽나",5,"lC","low","Sonorant","mulk","na","mulkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"1491",137,98,585660,"option_1","박다",5,"C","high","Obstruent","pak","ta","pakta",0,NA,NA,NA,NA,"k-t","C+Obstruent"
"1492",132,78,585660,"option_1","박나",5,"C","high","Sonorant","pak","na","pakna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1493",74,116,585660,"option_1","박아",5,"C","high","Vowel","pak","a","paka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"1494",139,119,585660,"option_1","밝다",5,"lC","high","Obstruent","palk","ta","palkta",0,NA,0,0,NA,"lk-t","lC+Obstruent"
"1495",38,114,585660,"option_2","밝나",5,"lC","high","Sonorant","palk","na","palkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"1496",5,147,585660,"option_1","밝아",5,"lC","high","Vowel","palk","a","palka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"1497",174,80,585660,"option_2","밟나",5,"lC","high","Sonorant","palp","na","palpna",NA,0,0,0,0,"lp-n","lC+Sonorant"
"1498",166,61,585660,"option_1","밟다",5,"lC","high","Obstruent","palp","ta","palpta",0,NA,0,0,NA,"lp-t","lC+Obstruent"
"1499",150,53,585660,"option_1","밟아",5,"lC","high","Vowel","palp","a","palpa",0,NA,0,0,NA,"lp-a","lC+Vowel"
"1500",130,127,585660,"option_1","뱉어",5,"C","low","Vowel","peT","v","peTv",0,NA,NA,NA,NA,"T-v","C+Vowel"
"1501",126,58,585660,"option_1","뱉다",5,"C","low","Obstruent","peT","ta","peTta",0,NA,NA,NA,NA,"T-t","C+Obstruent"
